date,open,high,low,close,volume,dividends,stock splits
2015-01-27 00:00:00-05:00,6.7381672859191895,6.7381672859191895,6.7381672859191895,6.7381672859191895,0,0.0,0.0
2015-01-28 00:00:00-05:00,6.273032188415527,6.273032188415527,6.273032188415527,6.273032188415527,3100,0.0,0.0
2015-01-29 00:00:00-05:00,6.178746700286865,6.178746700286865,6.178746700286865,6.178746700286865,1300,0.0,0.0
2015-01-30 00:00:00-05:00,6.178746700286865,6.178746700286865,6.178746700286865,6.178746700286865,0,0.0,0.0
2015-02-02 00:00:00-05:00,6.178746700286865,6.178746700286865,6.178746700286865,6.178746700286865,0,0.0,0.0
2015-02-03 00:00:00-05:00,6.178746700286865,6.178746700286865,6.178746700286865,6.178746700286865,0,0.0,0.0
2015-02-04 00:00:00-05:00,6.273032188415527,6.273032188415527,6.273032188415527,6.273032188415527,200,0.0,0.0
2015-02-05 00:00:00-05:00,6.273032188415527,6.273032188415527,6.273032188415527,6.273032188415527,0,0.0,0.0
2015-02-06 00:00:00-05:00,6.273032188415527,6.273032188415527,6.273032188415527,6.273032188415527,0,0.0,0.0
2015-02-09 00:00:00-05:00,6.405030250549317,6.405030250549317,6.405030250549317,6.405030250549316,200,0.0,0.0
2015-02-10 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,100,0.0,0.0
2015-02-11 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-02-12 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-02-13 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-02-17 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-02-18 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-02-19 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-02-20 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-02-23 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-02-24 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-02-25 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-02-26 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-02-27 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-03-02 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-03-03 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-03-04 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-03-05 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-03-06 00:00:00-05:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-03-09 00:00:00-04:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-03-10 00:00:00-04:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-03-11 00:00:00-04:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-03-12 00:00:00-04:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-03-13 00:00:00-04:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-03-16 00:00:00-04:00,6.436456203460693,6.436456203460693,6.436456203460693,6.436456203460693,0,0.0,0.0
2015-03-17 00:00:00-04:00,6.788452625274658,6.788452625274658,6.788452625274658,6.788452625274658,300,0.0,0.0
2015-03-18 00:00:00-04:00,6.788452625274658,6.788452625274658,6.788452625274658,6.788452625274658,0,0.0,0.0
2015-03-19 00:00:00-04:00,6.788452625274658,6.788452625274658,6.788452625274658,6.788452625274658,0,0.0,0.0
2015-03-20 00:00:00-04:00,6.788452625274658,6.788452625274658,6.788452625274658,6.788452625274658,0,0.0,0.0
2015-03-23 00:00:00-04:00,6.788452625274658,6.788452625274658,6.788452625274658,6.788452625274658,0,0.0,0.0
2015-03-24 00:00:00-04:00,6.788452625274658,6.788452625274658,6.788452625274658,6.788452625274658,0,0.0,0.0
2015-03-25 00:00:00-04:00,6.788452625274658,6.788452625274658,6.788452625274658,6.788452625274658,0,0.0,0.0
2015-03-26 00:00:00-04:00,6.788452625274658,6.788452625274658,6.788452625274658,6.788452625274658,0,0.0,0.0
2015-03-27 00:00:00-04:00,6.788452625274658,6.788452625274658,6.788452625274658,6.788452625274658,0,0.0,0.0
2015-03-30 00:00:00-04:00,6.788452625274658,6.788452625274658,6.788452625274658,6.788452625274658,0,0.0,0.0
2015-03-31 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,100,0.0,0.0
2015-04-01 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-02 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-06 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-07 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-08 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-09 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-10 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-13 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-14 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-15 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-16 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-17 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-20 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-21 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-22 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-23 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-24 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-27 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-28 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-29 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-04-30 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-01 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-04 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-05 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-06 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-07 00:00:00-04:00,6.568455696105956,6.568455696105956,6.568455696105956,6.568455696105957,1300,0.0,0.0
2015-05-08 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,500,0.0,0.0
2015-05-11 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-12 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-13 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-14 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-15 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-18 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-19 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-20 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-21 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-22 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-26 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-27 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-28 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-05-29 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-01 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-02 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-03 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-04 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-05 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-08 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-09 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-10 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-11 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-12 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-15 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-16 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-17 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-18 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-19 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-22 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-23 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-24 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-25 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-26 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-29 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-06-30 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-07-01 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-07-02 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-07-06 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-07-07 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-07-08 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-07-09 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-07-10 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-07-13 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-07-14 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-07-15 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-07-16 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-07-17 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-07-20 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-07-21 00:00:00-04:00,6.6690263748168945,6.6690263748168945,6.6690263748168945,6.6690263748168945,0,0.0,0.0
2015-07-22 00:00:00-04:00,6.5873122215271,6.5873122215271,6.5873122215271,6.5873122215271,1800,0.0,0.0
2015-07-23 00:00:00-04:00,6.5873122215271,6.5873122215271,6.5873122215271,6.5873122215271,0,0.0,0.0
2015-07-24 00:00:00-04:00,6.5873122215271,6.5873122215271,6.5873122215271,6.5873122215271,0,0.0,0.0
2015-07-27 00:00:00-04:00,6.5873122215271,6.5873122215271,6.5873122215271,6.5873122215271,0,0.0,0.0
2015-07-28 00:00:00-04:00,6.537027835845948,6.537027835845948,6.537027835845948,6.537027835845947,1000,0.0,0.0
2015-07-29 00:00:00-04:00,6.537027835845948,6.537027835845948,6.537027835845948,6.537027835845947,0,0.0,0.0
2015-07-30 00:00:00-04:00,6.537027835845948,6.537027835845948,6.537027835845948,6.537027835845947,0,0.0,0.0
2015-07-31 00:00:00-04:00,6.537027835845948,6.537027835845948,6.537027835845948,6.537027835845947,0,0.0,0.0
2015-08-03 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,1000,0.0,0.0
2015-08-04 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,0,0.0,0.0
2015-08-05 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,0,0.0,0.0
2015-08-06 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,0,0.0,0.0
2015-08-07 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,0,0.0,0.0
2015-08-10 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,0,0.0,0.0
2015-08-11 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,0,0.0,0.0
2015-08-12 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,0,0.0,0.0
2015-08-13 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,0,0.0,0.0
2015-08-14 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,0,0.0,0.0
2015-08-17 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,0,0.0,0.0
2015-08-18 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,0,0.0,0.0
2015-08-19 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,0,0.0,0.0
2015-08-20 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,0,0.0,0.0
2015-08-21 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,0,0.0,0.0
2015-08-24 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,0,0.0,0.0
2015-08-25 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,0,0.0,0.0
2015-08-26 00:00:00-04:00,6.474171161651611,6.474171161651611,6.474171161651611,6.474171161651611,2000,0.0,0.0
2015-08-27 00:00:00-04:00,5.90846586227417,5.90846586227417,5.90846586227417,5.90846586227417,9100,0.0,0.0
2015-08-28 00:00:00-04:00,5.90846586227417,5.90846586227417,5.90846586227417,5.90846586227417,0,0.0,0.0
2015-08-31 00:00:00-04:00,5.90846586227417,5.90846586227417,5.90846586227417,5.90846586227417,0,0.0,0.0
2015-09-01 00:00:00-04:00,5.90846586227417,5.90846586227417,5.90846586227417,5.90846586227417,0,0.0,0.0
2015-09-02 00:00:00-04:00,5.90846586227417,5.90846586227417,5.90846586227417,5.90846586227417,0,0.0,0.0
2015-09-03 00:00:00-04:00,5.90846586227417,5.90846586227417,5.90846586227417,5.90846586227417,0,0.0,0.0
2015-09-04 00:00:00-04:00,5.90846586227417,5.90846586227417,5.90846586227417,5.90846586227417,0,0.0,0.0
2015-09-08 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.197,0.0
2015-09-09 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-09-10 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-09-11 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-09-14 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-09-15 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-09-16 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-09-17 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-09-18 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,3100,0.0,0.0
2015-09-21 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-09-22 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-09-23 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-09-24 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-09-25 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-09-28 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-09-29 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-09-30 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-10-01 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-10-02 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-10-05 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-10-06 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-10-07 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-10-08 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-10-09 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-10-12 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-10-13 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-10-14 00:00:00-04:00,6.034945964813232,6.034945964813232,6.034945964813232,6.034945964813232,0,0.0,0.0
2015-10-15 00:00:00-04:00,6.060626029968262,6.060626029968262,6.060626029968262,6.060626029968262,600,0.0,0.0
2015-10-16 00:00:00-04:00,6.060626029968262,6.060626029968262,6.060626029968262,6.060626029968262,0,0.0,0.0
2015-10-19 00:00:00-04:00,6.060626029968262,6.060626029968262,6.060626029968262,6.060626029968262,0,0.0,0.0
2015-10-20 00:00:00-04:00,6.060626029968262,6.060626029968262,6.060626029968262,6.060626029968262,0,0.0,0.0
2015-10-21 00:00:00-04:00,6.060626029968262,6.060626029968262,6.060626029968262,6.060626029968262,0,0.0,0.0
2015-10-22 00:00:00-04:00,6.060626029968262,6.060626029968262,6.060626029968262,6.060626029968262,0,0.0,0.0
2015-10-23 00:00:00-04:00,6.060626029968262,6.060626029968262,6.060626029968262,6.060626029968262,0,0.0,0.0
2015-10-26 00:00:00-04:00,6.060626029968262,6.060626029968262,6.060626029968262,6.060626029968262,0,0.0,0.0
2015-10-27 00:00:00-04:00,6.060626029968262,6.060626029968262,6.060626029968262,6.060626029968262,0,0.0,0.0
2015-10-28 00:00:00-04:00,6.060626029968262,6.060626029968262,6.060626029968262,6.060626029968262,0,0.0,0.0
2015-10-29 00:00:00-04:00,6.060626029968262,6.060626029968262,6.060626029968262,6.060626029968262,0,0.0,0.0
2015-10-30 00:00:00-04:00,6.060626029968262,6.060626029968262,6.060626029968262,6.060626029968262,0,0.0,0.0
2015-11-02 00:00:00-05:00,6.060626029968262,6.060626029968262,6.060626029968262,6.060626029968262,0,0.0,0.0
2015-11-03 00:00:00-05:00,6.060626029968262,6.060626029968262,6.060626029968262,6.060626029968262,0,0.0,0.0
2015-11-04 00:00:00-05:00,6.060626029968262,6.060626029968262,6.060626029968262,6.060626029968262,0,0.0,0.0
2015-11-05 00:00:00-05:00,6.054203510284423,6.054203510284423,6.054203510284423,6.054203510284424,100,0.0,0.0
2015-11-06 00:00:00-05:00,6.054203510284423,6.054203510284423,6.054203510284423,6.054203510284424,0,0.0,0.0
2015-11-09 00:00:00-05:00,6.054203510284423,6.054203510284423,6.054203510284423,6.054203510284424,0,0.0,0.0
2015-11-10 00:00:00-05:00,6.054203510284423,6.054203510284423,6.054203510284423,6.054203510284424,0,0.0,0.0
2015-11-11 00:00:00-05:00,6.054203510284423,6.054203510284423,6.054203510284423,6.054203510284424,0,0.0,0.0
2015-11-12 00:00:00-05:00,6.2018675804138175,6.2018675804138175,6.2018675804138175,6.201867580413818,100,0.0,0.0
2015-11-13 00:00:00-05:00,6.2018675804138175,6.2018675804138175,6.2018675804138175,6.201867580413818,0,0.0,0.0
2015-11-16 00:00:00-05:00,6.2018675804138175,6.2018675804138175,6.2018675804138175,6.201867580413818,0,0.0,0.0
2015-11-17 00:00:00-05:00,6.2018675804138175,6.2018675804138175,6.2018675804138175,6.201867580413818,0,0.0,0.0
2015-11-18 00:00:00-05:00,6.2018675804138175,6.2018675804138175,6.2018675804138175,6.201867580413818,0,0.0,0.0
2015-11-19 00:00:00-05:00,6.2018675804138175,6.2018675804138175,6.2018675804138175,6.201867580413818,0,0.0,0.0
2015-11-20 00:00:00-05:00,6.2018675804138175,6.2018675804138175,6.2018675804138175,6.201867580413818,0,0.0,0.0
2015-11-23 00:00:00-05:00,6.2018675804138175,6.2018675804138175,6.2018675804138175,6.201867580413818,0,0.0,0.0
2015-11-24 00:00:00-05:00,6.2018675804138175,6.2018675804138175,6.2018675804138175,6.201867580413818,0,0.0,0.0
2015-11-25 00:00:00-05:00,6.2018675804138175,6.2018675804138175,6.2018675804138175,6.201867580413818,0,0.0,0.0
2015-11-27 00:00:00-05:00,6.2018675804138175,6.2018675804138175,6.2018675804138175,6.201867580413818,0,0.0,0.0
